title,authors,year,abstract,keywords,doi,url,venue,type,source
Study on the Role of Generative Artificial Intelligence in Advancing the Knowledge System of Traditional Chinese Medicine in Higher Education,"Jingchao Li, Meiwei Zhan, Shanshan Li",2025,The transfer and promotion of effectively inheritance and innovation of knowledge is a problem that higher education of Chinese medicine must face. This study provides a novel generative AI framework to promote the inheritance and innovative development ...,,10.1145/3729605.3729611,https://dl.acm.org/doi/10.1145/3729605.3729611,ICBDIE '25: Proceedings of the 2025 International Conference on Big Data and Informatization EducationPages 28–33https://doi.org/10.1145/3729605.3729611,article,ACM
Explainable Artificial Intelligence for Deep Synthetic Data Generation Models,Luís Valina; Brígida Teixeira; Arsénio Reis; Zita Vale; Tiago Pinto,2024,"Artificial intelligence encapsulates a ""black box"" of undiscovered knowledge, propelling the exploration of Explainable Artificial Intelligence (XAI) in generative data synthesis and deep learning. Focused on unveiling these ""black box"" areas, pointed into interpretability and validation in synthetic data generation, shedding light on the intricacies of generative:...Show More",,,https://ieeexplore.ieee.org/document/10605530/,2024 IEEE Conference on Artificial Intelligence (CAI),conference paper,IEEE
Towards Characterizing Trust in Generative Artificial Intelligence among Students,"Matin Amoozadeh, David Daniels, Stella Chen, Daye Nam, + 4",2023,,,10.1145/3568812.3603469,https://dl.acm.org/doi/10.1145/3568812.3603469,ICER '23: Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 2Pages 3–4https://doi.org/10.1145/3568812.3603469,article,ACM
Research on Archival Image Recognition and Digital Reconstruction Methods Based on Artificial Intelligence,Wentong Zhang; Xin Zhao; Xiaodan Huang; Yu Wei; Bingming Zeng,2025,"With the arrival of the information age, a large number of paper archives face the urgent need for digital transformation, and the traditional archive scanning and manual entry methods have obvious limitations in terms of efficiency and accuracy. In order to improve the level of archive digital processing, this paper proposes an artificial intelligence-based archive image recognition a...Show More",,,https://ieeexplore.ieee.org/document/11189463/,2025 International Conference on Artificial Intelligence and Digital Ethics (ICAIDE),conference paper,IEEE
Session details: TRACK 16: Implications of Generative Artificial Intelligence for Government,"Fadi Salem, Gianluca Misuraca, Theresa A. Pardo",2024,,,10.1145/3670740,https://dl.acm.org/doi/10.1145/3670740,dg.o '24: Proceedings of the 25th Annual International Conference on Digital Government Researchhttps://doi.org/10.1145/3670740,article,ACM
Frontiers and Challenges of Artificial Intelligence Algorithms in Data Science,Rencong Huang,2025,"Artificial intelligence (AI) has transformed data science by enabling advanced solutions for data processing, predictive modeling, and decision-making. This paper explores cutting-edge applications of AI algorithms, including deep learning, reinforcement learning, generative adversarial networks (GANs), and emerging techniques like large language models (LLMs) and graph neural ne...Show More",,,https://ieeexplore.ieee.org/document/11182653/,"2025 5th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)",conference paper,IEEE
A Survey on Some Artificial Intelligence Learning Tools at the University of Petra,Rami A. Abdel-Rahem; Wael Hadi; Mayyas Al-Remawi; Faisal Aburub; Naser Jamal,2025,"This research explores the perspectives of 105 instructors from the University of Petra (UOP), specifically from the Faculties of Arts and Science (FAS) and Information Technology (FIT), regarding personalized learning (PL) and generative artificial intelligence (GAI) tools. The study examines instructors' views on the theoretical foundations of these technologies, their perceive...Show More",,,https://ieeexplore.ieee.org/document/11013092/,2025 1st International Conference on Computational Intelligence Approaches and Applications (ICCIAA),conference paper,IEEE
Research on Middle School English Writing Teaching Model Assisted by Generative Artificial Intelligence,Zhiwei Qi; Yuqing Liu; Wenlin Liu,2025,"The rapid development of generative artificial intelligence technology has accelerated the reform in the field of education and opened up a new development path for English writing teaching in middle schools. However, in the actual teaching process, there are still problems with the rigid application of artificial intelligence and the lack of data support for learning...Show More",,,https://ieeexplore.ieee.org/document/11158028/,2025 5th International Conference on Artificial Intelligence and Education (ICAIE),conference paper,IEEE
Integrating Generative Artificial Intelligence in Learning Analytics: Insights and Implications From Recent Studies,Billy T. M. Wong; Kam Cheong Li; Charlotte S. Y. Chau,2025,"This paper presents a comprehensive review of studies on the application of generative artificial intelligence (AI) in learning analytics. The review encompasses 49 articles sourced from Scopus, spanning the years 2022 to 2024. The results reveal patterns of relevant publications based on regions of authors' affiliations, research methods, research objectives and issues, types of...Show More",,,https://ieeexplore.ieee.org/document/11113640/,2025 International Symposium on Educational Technology (ISET),conference paper,IEEE
"Workshop: Educational Innovation Through Generative Artificial Intelligence: Tools, Opportunities, and Challenges",Miguel Morales-Chan; Hector R. Amado-Salvatierra; Rocael Hernandez-Rizzardini,2024,"The integration of Artificial Intelligence (AI) into the field of education is an unprecedented trend with the potential to revolutionize teaching approaches and significantly improve the overall learning experience. This workshop offers an opportunity for a strategic implementation of generative artificial intelligence in higher education, demonstrating its capacity ...Show More",,,https://ieeexplore.ieee.org/document/10500605/,2024 IEEE World Engineering Education Conference (EDUNINE),conference paper,IEEE
"Artificial Intelligence in Education – Emerging Trends, Thematic Analysis & Application in Lifelong Learning",Vijay Prakash Misra; Punit Kumar Mishra; Adya Sharma,2023,"There has been a significant rise in the literature published on Artificial Intelligence in Education in recent times. The scope of the literature is vast, with the emergence of some niche themes that have relevance in lifelong learning. This study aims to analyse the emerging trends and themes in Artificial Intelligence in Education and how they may be useful in lifelong l...Show More",,,https://ieeexplore.ieee.org/document/10487664/,2023 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE),conference paper,IEEE
Generative Artificial Intelligence in Early Childhood Education: A Bibliometric Analysis,Yili Shi; Dingchen Sun; Yang Su; Jia Zeng; Qin Wang,2025,"Artificial Intelligence (AI) technologies have been applied in various domains. Generative artificial intelligence (generative AI, GAI) is an emerging artificial intelligence method that generates multiple forms of data such as text, images, and videos. For example, using GAI educational technology is a recent significant trend, which has more and mo...Show More",,,https://ieeexplore.ieee.org/document/11189812/,2025 IEEE 5th International Conference on Computer Communication and Artificial Intelligence (CCAI),conference paper,IEEE
Research on Network Security Defense Performance with Artificial Intelligence Methods,Chunming Fu; Xiang Zhang; Rui Wang; Leiliang Sun; Changchun Su; Haoxue Min; Haokang Ran; Yanchun Liu,2025,"In response to the problems of high false detection rate, complex computation, difficulty in timely responding and defending against new unknown attacks, and high defense costs in network security defense, a defense method combining network intrusion detection and defense based on artificial intelligence technology is designed. The Wasserstein Generative Adversarial Network model...Show More",,,https://ieeexplore.ieee.org/document/11198719/,"2025 4th International Conference on Artificial Intelligence, Internet of Things and Cloud Computing Technology (AIoTC)",conference paper,IEEE
Application of Generative Artificial Intelligence to Explore the Innovative Path of Teaching Evaluation for Primary School Teachers,Yuting Han; Mei Chen,2025,"In the era of rapid development in digital education, generative artificial intelligence is increasingly applied in the field of education. This study focuses on primary school foundational education, comprehensively reviewing relevant literature to analyze its current research and application status in primary school teaching evaluation. It clarifies its significant role and exi...Show More",,,https://ieeexplore.ieee.org/document/11158572/,2025 5th International Conference on Artificial Intelligence and Education (ICAIE),conference paper,IEEE
Application of Generative Artificial Intelligence Technology in Customized Learning Path Design: A New Strategy for Higher Education,Ying Li; Wei Ji; Jiaqi Liu; Wenqing Li,2024,"In today's rapidly evolving education field, generative artificial intelligence (AI) technology is increasingly becoming a key force in promoting teaching innovation and personalized learning solutions. This article deeply explores the application of generative AI technology in designing customized learning paths in higher education and its profound impact on educational pr...Show More",,,https://ieeexplore.ieee.org/document/10734572/,2024 International Conference on Interactive Intelligent Systems and Techniques (IIST),conference paper,IEEE
Application Research of Generative Artificial Intelligence Technology in the Design and Art Course Teaching,Jing Ning; Yi Gao; Mingxin Luo,2024,"The education mode of art design education in colleges and universities is more flexible, and the practitioners and art design talents in this field have a high acceptance of new technologies and new scenes, providing a wide range of application scenarios and product forms for the integration of technology and art. However, there is little research on the application of AI technology in the field ...Show More",,,https://ieeexplore.ieee.org/document/10624638/,2024 International Conference on Informatics Education and Computer Technology Applications (IECA),conference paper,IEEE
The Application of Artificial Intelligence in Data Preprocessing,Chen Li,2024,"This study is based on the application of a real-measured data preprocessing method using data augmentation techniques. In response to the scarcity of sample data in the fields of construction and transportation, this paper proposes a data augmentation method based on the conditional generative adversarial network (CGAN). This method can learn the latent distribution of original data through...Show More",,,https://ieeexplore.ieee.org/document/11116915/,"2024 5th International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering (ICBAIE)",conference paper,IEEE
Engineers' Perspectives on the Use of Generative Artificial Intelligence Tools in the Workplace,Jose Joskowicz; Daniel Slomovitz,2024,"The integration of artificial intelligence (AI) into the workplace requires commitment not only from the leadership of company directors but, equally important, from the engineers responsible for its implementation. This article presents a survey on perceptions concerning the utilization of AI tools in engineering environments. It was focused on engineers and students in the areas of e...Show More",,,https://ieeexplore.ieee.org/document/10319661/,IEEE Engineering Management Review,journal article,IEEE
Using Artificial Intelligence for Generative Design Through a Software Tool in a Mechatronic Course,H. R. Morano-Okuno; G. Sandoval-Benitez,2024,"Nowadays, the number of Artificial Intelligence (AI) applications has significantly increased, such as in the case of the design of mechanical components and aeronautical structures, to name a few. The above is done via Generative Design founded on AI algorithms. Diverse software applications include these programmed algorithms, and menus and dialog boxes permit users to execute ...Show More",,,https://ieeexplore.ieee.org/document/10904391/,2024 6th International Workshop on Artificial Intelligence and Education (WAIE),conference paper,IEEE
Advancing Academic Research through Artificial Intelligence Driven Innovation and Gen AI Application,R. S. Kamath; P.G. Naik; S. S. Jamsandekar,2025,"Artificial Intelligence (AI) is changing the landscape of academic research by facilitating tools and techniques that improve various stages of the research process. The addition of AI into academic research enhances research methodologies by improving data collection and analysis, enabling researchers to expose insights more efficiently. AI contributes to an innovative research enviro...Show More",,,https://ieeexplore.ieee.org/document/11199274/,2025 World Skills Conference on Universal Data Analytics and Sciences (WorldSUAS),conference paper,IEEE
Revitalizing Historical Paintings through Artificial Intelligence,Wai Yie Leong,2025,"This paper explores the innovative application of artificial intelligence (AI) in the revitalization of historical paintings, addressing the challenges of traditional restoration and enhancing preservation techniques. By leveraging advanced AI models, such as Generative Adversarial Networks (GANs), style transfer, and inpainting algorithms, this research demonstrates how machine ...Show More",,,https://ieeexplore.ieee.org/document/10962044/,"2025 Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering (ECTI DAMT & NCON)",conference paper,IEEE
IEEE Guide for an Architectural Framework for Explainable Artificial Intelligence,IEEE Std 2894-2024 Most Recent Versions Year: 2024 | Standard | Publisher: IEEE Cited by: Papers (3),2024,"A new wave of artificial intelligence applications that offer extensive benefits to our daily lives has been led to by dramatic success in machine learning. The loss of explainability during this transition, however, means vulnerability to vicious data, poor model structure design, and suspicion of stakeholders and the general public--all with a range of legal implications. The study o...Show More",,,https://ieeexplore.ieee.org/document/10659410/,IEEE Std 2894-2024,standard,IEEE
Exploration and Reflection of Legal Artificial Intelligence in Japan,Zhengzhen Qian,2024,"It has been more than 60 years since the concept of artificial intelligence was established in 1956. In recent years, with the innovation and development of technology, especially the emergence of ChatGPT, it is expected that generative artificial intelligence models will lead to new breakthroughs in various industries. This thesis focuses on Japan, which is adjacent ...Show More",,,https://ieeexplore.ieee.org/document/11022287/,2024 8th Asian Conference on Artificial Intelligence Technology (ACAIT),conference paper,IEEE
Research on Clothing Sketch Conversion Based on Generative Adversarial Networks,Haofa Lin; Xinrong Hu,2025,"The image conversion of clothing sketches has enormous application value in fields such as visual editing, clothing design, and human-computer interaction. At present, most of the objects converted from sketches are relatively simple shapes, such as faces, human postures, animal postures, shoes, and bags. At present, sketch conversion-based work is difficult to handle images with complex texture s...Show More",,,https://ieeexplore.ieee.org/document/11108345/,"2025 IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence (PRMVAI)",conference paper,IEEE
Artificial Intelligence and Music Education: A Comparative Study of Primary Music Education in China and Korea,Qiang Wan; Jincheng Ma,2025,"This study conducts a systematic comparative analysis of artificial intelligence (AI) integration in primary music education between China and Korea. Utilizing a mixed-methods framework, the research examines policy frameworks, pedagogical implementations, and educator perceptions through policy document analysis, classroom observations, and semi-structured interviews with 20 music edu...Show More",,,https://ieeexplore.ieee.org/document/11158697/,2025 5th International Conference on Artificial Intelligence and Education (ICAIE),conference paper,IEEE
A Practical Study of Applying Generative Artificial Intelligence to Promote Programming Learning Engagement for Middle School Students,Guochao Zheng; Jinlong Piao; Guohong Zhao,2025,"Programming education has gained prominence in the intelligent era, yet students frequently encounter coding errors and struggle with algorithm comprehension, which diminishes their learning engagement. Although generative AI has brought new vitality to programming instruction, its concrete impacts demand further exploration. This study developed three distinct AI-powered learning strategies...Show More",,,https://ieeexplore.ieee.org/document/11158480/,2025 5th International Conference on Artificial Intelligence and Education (ICAIE),conference paper,IEEE
Artificial Intelligence and Classrooms: Ethics in the Use of Artificial Intelligence in Education,Martín Muñoz-Mandujano; Mauricio Arturo Ibarra Corona; José Alejandro Vargas Díaz; Diego Octavio Ibarra Corona; Verónica López Martínez; Gabriela Pacheco Sánchez,2023,"While education and technology currently work hand in hand thanks to educational technology, there's a conflict when students want to use a technology that's prohibited by the teachers, usually because of the implications that a new technology (specifically, artificial intelligence tools) can have in the educational development of the students. In this regard, the present paper seeks t...Show More",,,https://ieeexplore.ieee.org/document/10565670/,2023 XIII International Conference on Virtual Campus (JICV),conference paper,IEEE
A power system stability evaluation method based on artificial intelligence method,Xinyu Hang; Feng Li; Deping Ke; Huimin Peng; Shuchuang Wu; Juewei Wu,2025,"With the proposal of carbon neutrality, more and more new energy sources are used. Assessing the stability of power systems integrated with these new energy sources has become an urgent issue. To address this challenge, an artificial intelligence-based method for steady-state analysis of power systems was proposed. This method employed both the Newton-Raphson method and PQ decompositio...Show More",,,https://ieeexplore.ieee.org/document/11041711/,"2025 7th International Conference on Information Science, Electrical and Automation Engineering (ISEAE)",conference paper,IEEE
Research on Algorithmic Ethics in Artificial Intelligence,Xinying Xu,2024,"With the rapid development of artificial intelligence, the ethical issues of artificial intelligence have become increasingly prominent. This paper discusses the problems of data security, bias and the implantation of morality and values in the ethics of artificial intelligence algorithms, and systematically and comprehensively expounds the main solutions to the...Show More",,,https://ieeexplore.ieee.org/document/10692746/,"2024 6th International Conference on Internet of Things, Automation and Artificial Intelligence (IoTAAI)",conference paper,IEEE
A Unified Generative Artificial Intelligence Approach for Converting Social Media Content,Lossan Bonde; Severin Dembele,2024,"Social media content is relevant for many applications, including applications that assist in fighting the plague of terrorism through Artificial Intelligence (AI). However, social media content is diverse in its form - text, image, audio, and video. Depending on the nature of the applications, it may be desirable to convert all these forms into a unique format to ease processing. Once...Show More",,,https://ieeexplore.ieee.org/document/10645267/,"2024 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems (icABCD)",conference paper,IEEE
Theoretical Model and Internal Mechanism of Generative Artificial Intelligence Empowering Personalized Learning,Xiaoyi Liu; Xiangchun He,2025,"Science and technology are changing rapidly, and the development of generative artificial intelligence represented by ChatGPT provides more possibilities for empowering students' personalized learning. This paper analyzes the educational application of generative artificial intelligence in personalized learning and combs through the theoretical basis of gener...Show More",,,https://ieeexplore.ieee.org/document/11091882/,2025 7th International Conference on Computer Science and Technologies in Education (CSTE),conference paper,IEEE
A Human-Centered Learning and Teaching Framework Using Generative Artificial Intelligence for Self-Regulated Learning Development Through Domain Knowledge Learning in K–12 Settings,Siu-Cheung Kong; Yin Yang,2024,"The advent of generative artificial intelligence (AI) has ignited an increase in discussions about generative AI tools in education. In this study, a human-centered learning and teaching framework that uses generative AI tools for self-regulated learning development through domain knowledge learning was proposed to catalyze changes in educational practices. The framew...Show More",,,https://ieeexplore.ieee.org/document/10507034/,IEEE Transactions on Learning Technologies,journal article,IEEE
UNVEILING GENERATIVE AI: A NEW FRONTIER,Bernard Marr,2024,"Summary GenAI is a groundbreaking subset of AI – the cutting edge of the cutting edge – that is able to create new content based on patterns and structures it has learned from existing data. Like any AI, GenAI tools are given enormous amounts of data to learn from (what's known as “training data”). Generative adversarial networks work by pitting two competing a...Show More",,,https://ieeexplore.ieee.org/document/10953124/,Generative AI in Practice: 100+ Amazing Ways Generative Artificial Intelligence is Changing Business and Society,book chapter,IEEE
Generative Artificial Intelligence in Legal Drafting,Thippaluri Yahid Basha; Barma Kalyani; Yelisetti Sandeep,2024,"“Lexi” is a light of clarity in a world where legal complexity frequently makes comprehension difficult. It is a tool that uses the revolutionary potential of generative Artificial Intelligence (AI) to completely change the process of producing legal documents. To simplify legal language and improve the accessibility and comprehension of legal documents, this paper introduces Lex...Show More",,,https://ieeexplore.ieee.org/document/10717541/,2024 International Conference on Computational Intelligence for Green and Sustainable Technologies (ICCIGST),conference paper,IEEE
Trusted Artificial Intelligence: Technique Requirements and Best Practices,Tao Zhang; Yi Qin; Qiang Li,2021,"The development and adoption of AI have brought numerous problems and potential threats, such as information cocoons, algorithmic collusion, algorithmic bias, privacy, law and ethics problems or issues. To combat these issues, governments all over the world, international organizations and giant tech companies all take actions and reach an agreement that AI should be trusted AI. However, there is ...Show More",,,https://ieeexplore.ieee.org/document/9724346/,"2021 IEEE 20th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",conference paper,IEEE
Optimisation of Manufacturing Workflow Through Generative Artificial Intelligence,Ndala Yves Mulongo,2024,"The manufacturing sector is in a challenging spot. Confronted with persistent cost pressures, supply chain instability, and disruptive technologies like as 3D printing and the Internet of Things. The industry must consistently optimise processes, enhance efficiency, and improve overall equipment performance. Simultaneously, there is a significant surge in sustainability and energy transition. Manu...Show More",,,https://ieeexplore.ieee.org/document/10758970/,"2024 International Symposium on Networks, Computers and Communications (ISNCC)",conference paper,IEEE
Role of Artificial Intelligence based Chat Generative Pre-trained Transformer (ChatGPT) in Cyber Security,S. Guru Prasad; V. Ceronmani Sharmila; M.K. Badrinarayanan,2023,"The role of Artificial Intelligence (AI) in Cyber Security is evolving day by day. For a Chief Information Security Officer (CISO), to perform their role and to assist their team in performing various tasks related to Cyber Security, and to help their management with a Cyber-resilient organisation, A wide variety of Cyber Security solutions knowledge, knowledge related to the current e...Show More",,,https://ieeexplore.ieee.org/document/10141395/,2023 2nd International Conference on Applied Artificial Intelligence and Computing (ICAAIC),conference paper,IEEE
AI-Driven Automation in Social Media Marketing: Leveraging GANs for Content Creation,Sakshi Singh; Darshan Kaur,2024,"An era of highly tailored and effective content generation has been ushered in by the rapid advancement of artificial intelligence (AI), which has completely transformed the social media marketing scene. An innovative AI method called Generative Adversarial Networks (GANs) has become a potent tool for automating the creation of engaging social media content. Marketers may easily ...Show More",,,https://ieeexplore.ieee.org/document/10957230/,"2024 Third International Conference on Artificial Intelligence, Computational Electronics and Communication System (AICECS)",conference paper,IEEE
The Role of Artificial Intelligence (AI) in Interior Architecture Design: Thematic Review,Noor Hafizah; Aysha Mnea; Mohd Zairul,2025,"This thematic review paper delves into the transformative role of Artificial Intelligence (AI) in the field of interior architecture design. The integration of AI technologies into interior architecture is reshaping the way spaces are conceived, designed, and utilized, offering creativity and efficiency. Current research revealed that there is still a lack of review papers exploring th...Show More",,,https://ieeexplore.ieee.org/document/10933045/,2025 21st IEEE International Colloquium on Signal Processing & Its Applications (CSPA),conference paper,IEEE
A Design Research of Classroom Teaching Enabled by Generative Artificial Intelligence,Yirong Wang; Fanhua Liu; Lele Guo,2025,"The emergence of generative artificial intelligence (GAI) has promoted the innovation of teaching methods and brought great influence to teaching. Therefore, based on the application advantages of GAI, such as its powerful linguistic communication ability, multi-modal output forms, and versatile application scenarios, this paper clarifies the implementation designs for GAI-enable...Show More",,,https://ieeexplore.ieee.org/document/11092267/,2025 7th International Conference on Computer Science and Technologies in Education (CSTE),conference paper,IEEE
Exploring the Artificial Intelligence Collaborative Writing Model for Research Articles,Qiuyan Chen; Jingjie Li,2024,"The generative artificial intelligence represented by ChatGPT brings great opportunities and challenges, resulting in rapid developments of AI collaborative academic writing. Problems exist as the output often turns out to be unreliable and the database lacks standardized and normalized content for academic writing. Considering the needs of writers, especially novices in academic...Show More",,,https://ieeexplore.ieee.org/document/10730504/,2024 3rd International Conference on Artificial Intelligence and Computer Information Technology (AICIT),conference paper,IEEE
"Artificial Intelligence: Applications, Advances in Weather Forecasting, and Emerging Challenges",Angie Viviana Osorio; Fabián Orlando Corredor,2024,"Artificial Intelligence (AI) has evolved significantly since its inception, tracing its origins back to the mid-20th century with the ambition to simulate human intelligence. This paper provides a comprehensive overview of AI, beginning with its historical development. It explores AI’s applications across diverse industries, highlighting its transformative impact on healthcare, t...Show More",,,https://ieeexplore.ieee.org/document/10854839/,2024 Congreso Internacional de Innovación y Tendencias en Ingeniería (CONIITI),conference paper,IEEE
Audit Data Analysis and Risk Identification based on Generative Artificial Intelligence Technology,Hong Li; Hui Wang,2025,"With the development of big data technology, traditional audit methods are facing challenges such as huge data volume and increasing complexity. Generative AI provides a new solution for the audit field. To this end, this paper proposes a research plan for audit data analysis and risk identification based on generative AI technology. This study first outlines the application of gene...Show More",,,https://ieeexplore.ieee.org/document/11070597/,2025 3rd International Conference on Data Science and Information System (ICDSIS),conference paper,IEEE
Information Security Detection and Analysis Based on Big Data and Artificial Intelligence Technologies,Xiuzhuo Wei; Rui Ma; Lei Mu; Huinan Zhao,2025,"Facing increasingly complex network security threats, traditional detection methods struggle to meet modern information security requirements. By deeply integrating big data processing technologies with artificial intelligence algorithms, an intelligent security detection and analysis system is constructed to achieve real-time fusion processing of multi-source threat data and intellige...Show More",,,https://ieeexplore.ieee.org/document/11181431/,2025 6th International Conference on Big Data & Artificial Intelligence & Software Engineering (ICBASE),conference paper,IEEE
6G-Enabled IoT Networks Cyber Threat Prevention Using Generative AI,Wael Badawy,2024,"In this paper, we present the applications of Generative Artificial Intelligence (GAl) in preotecting 6G-enabled loT networks from different cyber threats. The paper shall leverage Generative Adversarial Networks (GANs) and federated learning, in order to propose a novel framework for detecting therefore mitigates sophisticated cyber-attacks in real-time. Internet of Things...Show More",,,https://ieeexplore.ieee.org/document/10950051/,2024 International Conference on Future Telecommunications and Artificial Intelligence (IC-FTAI),conference paper,IEEE
Analysis of the Priorities and Perspectives in Artificial Intelligence Implementation,Yuriy Kondratenko; Anatolii Shevchenko; Yuriy Zhukov; Vadym Slyusar; Galyna Kondratenko; Mykyta Klymenko; Oleksandr Striuk,2023,"The paper analyzes the priorities and perspectives of artificial intelligence (AI) implementation. The main components of the paper discuss the national AI strategies, the world’s and NATO’s priorities in AI’s implementation, methodological aspects for creating the Ukrainian AI strategy and key priority areas for its implementation. Special attention is paid to perspectives of: a) appl...Show More",,,https://ieeexplore.ieee.org/document/10416432/,"2023 13th International Conference on Dependable Systems, Services and Technologies (DESSERT)",conference paper,IEEE
Research on Artificial Intelligence Empowering the Development of the Metaverse Industry,Fangyu Zhao; Wujie Li; Bin Wen; Rui Li,2025,"The Metaverse, a future industry integrating next-generation information technologies, is a vital component of the digital economy. As artificial intelligence (AI) deeply converges with Metaverse technologies, it drives the industry toward higher levels of development. This study focuses on analyzing how AI technologies enhance the Metaverse industry in areas such as modeling and rende...Show More",,,https://ieeexplore.ieee.org/document/11048034/,2025 5th International Conference on Artificial Intelligence and Industrial Technology Applications (AIITA),conference paper,IEEE
Application analysis of artificial intelligence in hospital,Ruizhe Wang,2021,"As one of the most important service institutions, the hospital is often inefficient, and sometimes hospital will even cause chaos. In addition, the hospital keeps a lot of important network resources, which is very vulnerable to network attacks by illegal elements, such as hackers. Artificial intelligence is one of the three cutting-edge technologies in the 21st century and it has a b...Show More",,,https://ieeexplore.ieee.org/document/9797584/,2021 2nd International Conference on Artificial Intelligence and Computer Engineering (ICAICE),conference paper,IEEE
The Impact of Artificial Intelligence in the Creative Industries: Design and Editing,Eryka Clarencia; Tirsa Gracella Tiranda; Said Achmad; Rhio Sutoyo,2024,"The rapid development of artificial intelligence has had a significant influence in various ways, one of which is in the creative design and editing industry. The use of AI in the creative sector has multiple impacts and new challenges for the creative industry. AI as a tool can increase the efficiency and productivity of creative workers. However, the rapid development of AI can also ...Show More",,,https://ieeexplore.ieee.org/document/10762015/,2024 International Seminar on Application for Technology of Information and Communication (iSemantic),conference paper,IEEE
The Effect of Generative Artificial Intelligence on Students’ Academic Achievement: A Meta-analysis,Li Qian; Wenhao Li; Qinna Feng; Liangya Li,2024,"Generative artificial intelligence (GAI) technologyhas had a significant impact on teaching and learning, but its actual impact on students’ academic achievement is controversial. This study conducted a meta-analysis to systematically analyze 26 experimental and quasi-experimental articles on the impact of GAI on students’ academic achievement before April 2024. The results showe...Show More",,,https://ieeexplore.ieee.org/document/10960226/,2024 International Conference on Intelligent Education and Intelligent Research (IEIR),conference paper,IEEE
Research requirements of robustness evaluation technology of artificial intelligence model in power visual scene,Kai Xu; Ji Qiao; Jiateng Li; Yan Li; Xiao Cheng; Jianxun Mi,2024,"For trusted AI, the AI academic community has set up related technical communities, including AcmFacct, Fair & Responsible AI CHI2020, RAI ICLR, etc. However, the sample set adopted by the research in the field of general artificial intelligence technology lacks the coverage of power vision data, which is divorced from the actual power vision scene, and ignores the influence of the evi...Show More",,,https://ieeexplore.ieee.org/document/10917108/,2024 IEEE International Conference on Energy Internet (ICEI),conference paper,IEEE
Research on Optimized Design of Generative Artificial Intelligence APP Based on Kano Model,Baoshui Liu; Zhengcong Wei; Zhixin Zhang,2024,"With the continuous progress of computer science, the information content of the Internet has evolved from PGC and UGC to the present situation of dominated by artificial intelligence content generation, and the generative artificial intelligence APPs led by chatgpt keep emerging. This paper takes the results of the demand research of generative AI APP as the re...Show More",,,https://ieeexplore.ieee.org/document/10864040/,2024 5th International Conference on Artificial Intelligence and Computer Engineering (ICAICE),conference paper,IEEE
Combined Development of Artificial Intelligence and Art Design,Zhang Han,2021,"With the rapid development of computer technology, artificial intelligence (AI) has been widely used in the field of art design. This paper mainly analyzes the impact and cases of artificial intelligence on art design, and it demonstrates that under the promotion of science and technology, the application of artificial intelligence in the field of art design can...Show More",,,https://ieeexplore.ieee.org/document/9408896/,2021 6th International Conference on Intelligent Computing and Signal Processing (ICSP),conference paper,IEEE
A Survey of Application of Artificial Intelligence Methods in SDN,Fanhua Song; Donghong Qin; Chen Xu,2022,"With the rapid growth of data information, the pressure on network bandwidth is increasing day by day, and the traditional network architecture can no longer meet the daily needs of users. The birth and development of software-defined networking (SDN) brings new opportunities and challenges to the future network field. Due to its excellent flexibility and programmability, it has greatly improved t...Show More",,,https://ieeexplore.ieee.org/document/9832340/,2022 IEEE 2nd International Conference on Software Engineering and Artificial Intelligence (SEAI),conference paper,IEEE
A Practical Teaching Model of Software Engineering Courses for Artificial Intelligence Literacy Cultivation in Pre-Service Teachers,Junna Zhang; Yulin Sun; Li Duan; Hui Liu; Chunhong Liu; Aili Zhang; Peiyan Yuan,2025,"This study aims to guide pre-service teachers in effectively utilizing Generative Artificial Intelligence (GAI) tools to enhance their Artificial Intelligence (AI) literacy. By ana-lyzing the impact of GAI on the AI literacy of pre-service teachers, this study proposes a “teacher-student-machine” triadic interactive teaching model based on self-organized learning and ...Show More",,,https://ieeexplore.ieee.org/document/11120412/,2025 IEEE International Conference on Software Services Engineering (SSE),conference paper,IEEE
Human-Artificial Intelligence Synergy (AI): Leveraging Generative AI(GAI) to Empower the IT Workforce,P. Nalini; Amrutha S; V. Anandavel,2024,"The study investigates the human-AI synergy on performance within the IT sector workforce, focusing on generative AI (GAI) tools. Adopting the Task-Technology Fit Theory, the research evaluates how AI characteristics (adaptivity, iteration capabilities, learning ability, quality of content) and human traits (self-efficacy, personal innovativeness) influence AI reliance and performance outcom...Show More",,,https://ieeexplore.ieee.org/document/10925615/,2024 International Conference on Intelligent & Innovative Practices in Engineering & Management (IIPEM),conference paper,IEEE
